Player,Team,GAME_DATE,MATCHUP,Win/Loss,Minutes,2PTMade,2PTAttempted,2PT_%,3PTMade,3PT_Attempted,3PT_%,FreeThrowsMade,FreeThrowsAttempted,FreeThrow%,OffensiveRebounds,DefensiveRebounds,TotRebounds,Assists,Steals,Blocks,Turnovers,PersonalFouls,Points,+/-
Alex Len,Kings,"NOV 13, 2023",SAC vs. CLE,W,6,1,2,50.0%,0,0,0.0%,0,0,0.0%,0,0,0,3,0,0,0,0,2,4
Alex Len,Kings,"NOV 10, 2023",SAC vs. OKC,W,10,1,1,100.0%,0,0,0.0%,1,2,50.0%,3,3,6,0,0,2,2,1,3,-1
Alex Len,Kings,"NOV 08, 2023",SAC vs. POR,W,13,4,4,100.0%,0,0,0.0%,2,5,40.0%,3,3,6,1,1,2,0,1,10,8
Alex Len,Kings,"NOV 06, 2023",SAC @ HOU,L,8,0,1,0.0%,0,1,0.0%,0,0,0.0%,1,2,3,1,0,1,0,0,0,10
Alex Len,Kings,"NOV 04, 2023",SAC @ HOU,L,3,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,1,1,0,0,0,0,0,0,1
Alex Len,Kings,"OCT 25, 2023",SAC @ UTA,W,2,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,0,0,0,0,0,-2
Alex Len - Average,Average,,,,7.0,1.0,1.3,41.7%,0.0,0.2,0.0%,0.5,1.2,15.0%,1.2,1.5,2.7,0.8,0.2,0.8,0.3,0.3,2.5,3.3
Kawhi Leonard,Clippers,"NOV 14, 2023",LAC @ DEN,L,38,5,14,35.7%,2,3,66.7%,3,4,75.0%,0,2,2,2,5,0,3,1,15,0
Kawhi Leonard,Clippers,"NOV 12, 2023",LAC vs. MEM,L,37,6,16,37.5%,1,4,25.0%,1,2,50.0%,1,4,5,3,1,2,0,3,14,-18
Kawhi Leonard,Clippers,"NOV 10, 2023",LAC @ DAL,L,29,8,15,53.3%,2,4,50.0%,8,8,100.0%,1,2,3,4,0,0,2,2,26,-8
Kawhi Leonard,Clippers,"NOV 08, 2023",LAC @ BKN,L,36,7,16,43.8%,1,6,16.7%,2,2,100.0%,0,6,6,2,2,1,1,1,17,3
Kawhi Leonard,Clippers,"NOV 06, 2023",LAC @ NYK,L,32,8,16,50.0%,2,6,33.3%,0,0,0.0%,2,3,5,3,0,0,0,2,18,-12
Kawhi Leonard,Clippers,"NOV 01, 2023",LAC @ LAL,L,41,15,28,53.6%,5,11,45.5%,3,6,50.0%,1,5,6,5,2,0,2,2,38,4
Kawhi Leonard,Clippers,"OCT 31, 2023",LAC vs. ORL,W,33,3,11,27.3%,0,3,0.0%,2,2,100.0%,2,6,8,3,2,0,1,1,8,18
Kawhi Leonard,Clippers,"OCT 29, 2023",LAC vs. SAS,W,28,6,13,46.2%,3,7,42.9%,6,7,85.7%,0,3,3,4,2,0,3,2,21,24
Kawhi Leonard,Clippers,"OCT 27, 2023",LAC @ UTA,L,37,10,22,45.5%,4,10,40.0%,1,3,33.3%,3,6,9,5,2,0,1,1,25,9
Kawhi Leonard,Clippers,"OCT 25, 2023",LAC vs. POR,W,29,9,17,52.9%,5,5,100.0%,0,0,0.0%,1,4,5,6,1,1,4,2,23,25
Kawhi Leonard - Average,Average,,,,34.0,7.7,16.8,44.6%,2.5,5.9,42.0%,2.6,3.4,59.4%,1.1,4.1,5.2,3.7,1.7,0.4,1.7,1.7,20.5,4.5
Maxwell Lewis,Lakers,"NOV 14, 2023",LAL vs. MEM,W,5,0,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,0,0,0,0,0,5
Maxwell Lewis,Lakers,"NOV 08, 2023",LAL @ HOU,L,8,0,2,0.0%,0,0,0.0%,0,0,0.0%,0,1,1,0,0,0,0,0,0,-5
Maxwell Lewis,Lakers,"NOV 04, 2023",LAL @ ORL,L,4,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,0,0,1,0,0,-3
Maxwell Lewis,Lakers,"OCT 24, 2023",LAL @ DEN,L,1,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,0,0,0,0,0,0
Maxwell Lewis - Average,Average,,,,4.5,0.0,0.8,0.0%,0.0,0.0,0.0%,0.0,0.0,0.0%,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.0,-0.8
Kira Lewis Jr.,Pelicans,"NOV 14, 2023",NOP vs. DAL,W,2,1,1,100.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,0,0,0,0,2,0
Kira Lewis Jr.,Pelicans,"NOV 12, 2023",NOP vs. DAL,L,8,2,5,40.0%,0,0,0.0%,1,1,100.0%,1,0,1,4,0,0,1,0,5,14
Kira Lewis Jr.,Pelicans,"NOV 08, 2023",NOP @ MIN,L,19,1,7,14.3%,0,1,0.0%,0,0,0.0%,1,2,3,2,0,0,1,2,2,7
Kira Lewis Jr.,Pelicans,"NOV 06, 2023",NOP @ DEN,L,9,1,2,50.0%,0,1,0.0%,0,0,0.0%,0,0,0,0,0,0,0,1,2,0
Kira Lewis Jr.,Pelicans,"NOV 04, 2023",NOP vs. ATL,L,10,0,3,0.0%,0,2,0.0%,0,0,0.0%,0,0,0,4,1,0,0,1,0,-4
Kira Lewis Jr.,Pelicans,"NOV 02, 2023",NOP vs. DET,W,20,1,5,20.0%,0,1,0.0%,4,4,100.0%,0,3,3,4,1,0,1,1,6,15
Kira Lewis Jr.,Pelicans,"NOV 01, 2023",NOP @ OKC,W,10,2,4,50.0%,1,2,50.0%,0,0,0.0%,0,0,0,0,2,0,1,0,5,-8
Kira Lewis Jr.,Pelicans,"OCT 30, 2023",NOP vs. GSW,L,16,4,6,66.7%,0,2,0.0%,3,4,75.0%,1,0,1,2,0,0,0,1,11,-13
Kira Lewis Jr.,Pelicans,"OCT 28, 2023",NOP vs. NYK,W,10,1,4,25.0%,0,2,0.0%,0,0,0.0%,0,2,2,0,0,0,0,0,2,-10
Kira Lewis Jr.,Pelicans,"OCT 25, 2023",NOP @ MEM,W,11,0,3,0.0%,0,2,0.0%,0,0,0.0%,0,0,0,0,0,1,1,1,0,0
Kira Lewis Jr. - Average,Average,,,,11.5,1.3,4.0,36.6%,0.1,1.3,5.0%,0.8,0.9,27.5%,0.3,0.7,1.0,1.6,0.4,0.1,0.5,0.7,3.5,0.1
E.J. Liddell,Pelicans,"NOV 08, 2023",NOP @ MIN,L,5,1,3,33.3%,0,2,0.0%,2,2,100.0%,0,0,0,0,0,1,1,1,4,6
E.J. Liddell,Pelicans,"NOV 04, 2023",NOP vs. ATL,L,1,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,0,0,0,0,0,-1
E.J. Liddell,Pelicans,"OCT 28, 2023",NOP vs. NYK,W,2,0,1,0.0%,0,1,0.0%,0,0,0.0%,0,2,2,0,0,0,0,0,0,-10
E.J. Liddell - Average,Average,,,,2.7,0.3,1.3,11.1%,0.0,1.0,0.0%,0.7,0.7,33.3%,0.0,0.7,0.7,0.0,0.0,0.3,0.3,0.3,1.3,-1.7
Damian Lillard,Bucks,"NOV 13, 2023",MIL vs. CHI,W,32,3,17,17.6%,1,9,11.1%,5,5,100.0%,2,1,3,5,0,0,5,0,12,-6
Damian Lillard,Bucks,"NOV 08, 2023",MIL vs. DET,W,34,10,25,40.0%,2,12,16.7%,12,13,92.3%,0,2,2,3,3,0,1,1,34,5
Damian Lillard,Bucks,"NOV 06, 2023",MIL @ BKN,W,34,5,15,33.3%,2,8,25.0%,9,10,90.0%,2,4,6,7,1,0,1,1,21,-14
Damian Lillard,Bucks,"NOV 03, 2023",MIL vs. NYK,W,36,7,15,46.7%,4,7,57.1%,12,12,100.0%,0,4,4,4,1,1,4,0,30,2
Damian Lillard,Bucks,"NOV 01, 2023",MIL @ TOR,L,31,4,9,44.4%,1,4,25.0%,6,7,85.7%,0,2,2,6,0,0,2,1,15,-26
Damian Lillard,Bucks,"OCT 30, 2023",MIL vs. MIA,W,35,7,14,50.0%,2,7,28.6%,9,11,81.8%,1,4,5,4,1,0,4,2,25,2
Damian Lillard,Bucks,"OCT 29, 2023",MIL vs. ATL,L,29,2,12,16.7%,2,8,25.0%,0,0,0.0%,1,3,4,5,2,0,6,2,6,-29
Damian Lillard,Bucks,"OCT 26, 2023",MIL vs. PHI,W,37,9,20,45.0%,4,12,33.3%,17,17,100.0%,0,8,8,4,0,0,0,2,39,12
Damian Lillard - Average,Average,,,,33.5,5.9,15.9,36.7%,2.2,8.4,27.7%,8.8,9.4,81.2%,0.8,3.5,4.2,4.8,1.0,0.1,2.9,1.1,22.8,-6.8
Nassir Little,Suns,"NOV 04, 2023",PHX @ PHI,L,4,0,0,0.0%,0,0,0.0%,2,2,100.0%,1,0,1,0,0,0,0,0,2,3
Nassir Little,Suns,"OCT 31, 2023",PHX vs. SAS,L,18,2,3,66.7%,2,2,100.0%,0,0,0.0%,0,2,2,1,2,0,1,5,6,2
Nassir Little,Suns,"OCT 28, 2023",PHX vs. UTA,W,21,3,8,37.5%,0,5,0.0%,0,0,0.0%,0,1,1,0,1,0,0,2,6,-1
Nassir Little,Suns,"OCT 26, 2023",PHX @ LAL,L,13,0,2,0.0%,0,2,0.0%,2,2,100.0%,0,2,2,0,1,1,1,0,2,-9
Nassir Little,Suns,"OCT 24, 2023",PHX @ GSW,W,3,1,1,100.0%,1,1,100.0%,0,0,0.0%,0,1,1,0,1,0,0,1,3,-3
Nassir Little - Average,Average,,,,11.8,1.2,2.8,40.8%,0.6,2.0,40.0%,0.8,0.8,40.0%,0.2,1.2,1.4,0.2,1.0,0.2,0.4,1.6,3.8,-1.6
Dereck Lively II,Mavericks,"NOV 14, 2023",DAL @ NOP,L,21,1,2,50.0%,0,1,0.0%,2,2,100.0%,3,6,9,2,0,0,0,2,4,-8
Dereck Lively II,Mavericks,"NOV 12, 2023",DAL @ NOP,W,26,4,5,80.0%,0,0,0.0%,2,4,50.0%,1,1,2,0,1,2,1,5,10,13
Dereck Lively II,Mavericks,"NOV 10, 2023",DAL vs. LAC,W,26,3,8,37.5%,0,0,0.0%,0,0,0.0%,2,2,4,1,0,1,1,6,6,15
Dereck Lively II,Mavericks,"NOV 06, 2023",DAL @ ORL,W,16,4,5,80.0%,0,0,0.0%,2,2,100.0%,2,3,5,0,1,1,2,5,10,1
Dereck Lively II,Mavericks,"NOV 05, 2023",DAL vs. CHA,W,32,7,9,77.8%,0,0,0.0%,1,2,50.0%,3,11,14,1,0,1,2,4,15,1
Dereck Lively II,Mavericks,"NOV 03, 2023",DAL @ DEN,L,25,2,3,66.7%,0,1,0.0%,0,0,0.0%,1,3,4,0,1,1,0,2,4,-10
Dereck Lively II,Mavericks,"NOV 01, 2023",DAL vs. CHI,W,33,3,5,60.0%,0,0,0.0%,1,4,25.0%,7,6,13,6,2,1,1,3,7,15
Dereck Lively II,Mavericks,"OCT 30, 2023",DAL @ MEM,W,14,1,2,50.0%,0,0,0.0%,0,0,0.0%,1,5,6,0,0,1,0,5,2,-2
Dereck Lively II,Mavericks,"OCT 27, 2023",DAL vs. BKN,W,17,4,4,100.0%,0,0,0.0%,1,2,50.0%,1,1,2,0,0,1,1,0,9,1
Dereck Lively II,Mavericks,"OCT 25, 2023",DAL @ SAS,W,31,7,8,87.5%,0,0,0.0%,2,3,66.7%,5,5,10,1,1,1,1,4,16,20
Dereck Lively II - Average,Average,,,,24.1,3.6,5.1,69.0%,0.0,0.2,0.0%,1.1,1.9,44.2%,2.6,4.3,6.9,1.1,0.6,1.0,0.9,3.6,8.3,4.6
Chris Livingston,Bucks,"NOV 11, 2023",MIL @ ORL,L,4,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,0,0,0,0,0,-4
Chris Livingston,Bucks,"NOV 01, 2023",MIL @ TOR,L,6,2,2,100.0%,1,1,100.0%,0,0,0.0%,0,0,0,1,0,0,0,0,5,6
Chris Livingston - Average,Average,,,,5.0,1.0,1.0,50.0%,0.5,0.5,50.0%,0.0,0.0,0.0%,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.5,1.0
Kenneth Lofton Jr.,Grizzlies,"NOV 14, 2023",MEM @ LAL,L,5,0,2,0.0%,0,1,0.0%,0,0,0.0%,0,0,0,0,0,0,0,0,0,-5
Kenneth Lofton Jr.,Grizzlies,"NOV 10, 2023",MEM vs. UTA,L,12,0,2,0.0%,0,1,0.0%,0,0,0.0%,0,2,2,0,0,1,1,3,0,11
Kenneth Lofton Jr.,Grizzlies,"NOV 08, 2023",MEM vs. MIA,L,7,1,3,33.3%,0,0,0.0%,0,0,0.0%,0,0,0,1,0,0,0,1,2,2
Kenneth Lofton Jr.,Grizzlies,"NOV 05, 2023",MEM @ POR,W,10,2,3,66.7%,1,2,50.0%,0,1,0.0%,0,2,2,3,0,1,0,0,5,4
Kenneth Lofton Jr.,Grizzlies,"NOV 01, 2023",MEM @ UTA,L,19,4,7,57.1%,1,1,100.0%,3,9,33.3%,2,3,5,2,2,0,1,5,12,5
Kenneth Lofton Jr.,Grizzlies,"OCT 30, 2023",MEM vs. DAL,L,1,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,0,0,0,0,0,0
Kenneth Lofton Jr.,Grizzlies,"OCT 28, 2023",MEM @ WAS,L,5,0,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,1,0,0,1,2,0,1
Kenneth Lofton Jr. - Average,Average,,,,8.4,1.0,2.6,22.4%,0.3,0.7,21.4%,0.4,1.4,4.8%,0.3,1.0,1.3,1.0,0.3,0.3,0.4,1.6,2.7,2.6
Kevon Looney,Warriors,"NOV 14, 2023",GSW vs. MIN,L,32,1,4,25.0%,0,0,0.0%,0,0,0.0%,6,6,12,3,1,0,0,2,2,2
Kevon Looney,Warriors,"NOV 12, 2023",GSW vs. MIN,L,19,1,3,33.3%,0,0,0.0%,0,0,0.0%,5,1,6,0,1,0,0,3,2,-12
Kevon Looney,Warriors,"NOV 11, 2023",GSW vs. CLE,L,24,1,2,50.0%,0,0,0.0%,0,0,0.0%,3,10,13,2,0,0,1,5,2,-3
Kevon Looney,Warriors,"NOV 08, 2023",GSW @ DEN,L,30,4,4,100.0%,0,0,0.0%,2,3,66.7%,2,6,8,4,1,0,2,5,10,-6
Kevon Looney,Warriors,"NOV 06, 2023",GSW @ DET,W,25,5,6,83.3%,0,0,0.0%,0,0,0.0%,2,4,6,1,0,2,2,4,10,5
Kevon Looney,Warriors,"NOV 05, 2023",GSW @ CLE,L,15,1,2,50.0%,0,0,0.0%,0,0,0.0%,5,6,11,5,0,0,0,1,2,-6
Kevon Looney,Warriors,"NOV 03, 2023",GSW @ OKC,W,11,1,2,50.0%,0,0,0.0%,2,2,100.0%,1,2,3,4,1,1,2,4,4,-5
Kevon Looney,Warriors,"NOV 01, 2023",GSW vs. SAC,W,23,3,4,75.0%,0,0,0.0%,0,0,0.0%,2,7,9,6,1,0,0,2,6,0
Kevon Looney,Warriors,"OCT 30, 2023",GSW @ NOP,W,25,3,5,60.0%,0,0,0.0%,2,2,100.0%,2,5,7,1,1,0,1,2,8,19
Kevon Looney,Warriors,"OCT 29, 2023",GSW @ HOU,W,27,2,3,66.7%,0,0,0.0%,1,2,50.0%,2,9,11,1,1,1,1,2,5,5
Kevon Looney,Warriors,"OCT 27, 2023",GSW @ SAC,W,28,4,6,66.7%,0,0,0.0%,0,0,0.0%,3,9,12,6,3,1,1,3,8,4
Kevon Looney,Warriors,"OCT 24, 2023",GSW vs. PHX,L,28,3,6,50.0%,0,0,0.0%,1,1,100.0%,5,6,11,1,0,0,2,2,7,-11
Kevon Looney - Average,Average,,,,23.9,2.4,3.9,59.2%,0.0,0.0,0.0%,0.7,0.8,34.7%,3.2,5.9,9.1,2.8,0.8,0.4,1.0,2.9,5.5,-0.7
Brook Lopez,Bucks,"NOV 13, 2023",MIL vs. CHI,W,29,4,8,50.0%,2,6,33.3%,1,3,33.3%,0,5,5,0,0,3,2,3,11,-10
Brook Lopez,Bucks,"NOV 11, 2023",MIL @ ORL,L,21,3,7,42.9%,2,5,40.0%,1,2,50.0%,0,3,3,1,1,2,1,1,9,-7
Brook Lopez,Bucks,"NOV 09, 2023",MIL @ IND,L,29,1,7,14.3%,0,4,0.0%,0,0,0.0%,0,1,1,0,2,3,0,2,2,-15
Brook Lopez,Bucks,"NOV 08, 2023",MIL vs. DET,W,26,5,8,62.5%,4,6,66.7%,0,0,0.0%,0,6,6,0,0,4,3,4,14,4
Brook Lopez,Bucks,"NOV 06, 2023",MIL @ BKN,W,27,2,6,33.3%,0,3,0.0%,0,0,0.0%,4,3,7,2,0,0,0,3,4,-15
Brook Lopez,Bucks,"NOV 03, 2023",MIL vs. NYK,W,36,4,15,26.7%,4,10,40.0%,1,2,50.0%,0,5,5,0,1,8,1,2,13,1
Brook Lopez,Bucks,"NOV 01, 2023",MIL @ TOR,L,17,1,8,12.5%,0,4,0.0%,4,4,100.0%,2,1,3,0,2,1,0,0,6,-22
Brook Lopez,Bucks,"OCT 30, 2023",MIL vs. MIA,W,29,5,9,55.6%,1,4,25.0%,0,0,0.0%,3,4,7,3,1,1,2,3,11,-10
Brook Lopez,Bucks,"OCT 29, 2023",MIL vs. ATL,L,20,5,11,45.5%,2,5,40.0%,1,1,100.0%,1,2,3,1,1,0,0,0,13,-22
Brook Lopez,Bucks,"OCT 26, 2023",MIL vs. PHI,W,29,5,7,71.4%,3,4,75.0%,0,0,0.0%,1,1,2,0,0,0,2,4,13,11
Brook Lopez - Average,Average,,,,26.3,3.5,8.6,41.5%,1.8,5.1,32.0%,0.8,1.2,33.3%,1.1,3.1,4.2,0.7,0.8,2.2,1.1,2.2,9.6,-8.5
Robin Lopez,Bucks,"OCT 29, 2023",MIL vs. ATL,L,6,0,0,0.0%,0,0,0.0%,2,2,100.0%,0,0,0,1,0,0,1,0,2,10
Robin Lopez - Average,Average,,,,6.0,0.0,0.0,0.0%,0.0,0.0,0.0%,2.0,2.0,100.0%,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,10.0
Kevin Love,Heat,"NOV 14, 2023",MIA @ CHA,W,14,0,5,0.0%,0,5,0.0%,3,4,75.0%,0,3,3,1,0,0,0,1,3,2
Kevin Love,Heat,"NOV 12, 2023",MIA @ SAS,W,14,3,8,37.5%,2,7,28.6%,4,4,100.0%,0,2,2,0,0,0,0,2,12,-6
Kevin Love,Heat,"NOV 11, 2023",MIA @ ATL,W,14,2,4,50.0%,1,3,33.3%,2,2,100.0%,0,4,4,2,0,0,1,0,7,10
Kevin Love,Heat,"OCT 30, 2023",MIA @ MIL,L,18,1,6,16.7%,1,5,20.0%,0,0,0.0%,0,5,5,3,0,0,2,1,3,-10
Kevin Love,Heat,"OCT 27, 2023",MIA @ BOS,L,21,3,7,42.9%,2,4,50.0%,1,2,50.0%,2,7,9,2,1,0,0,1,9,13
Kevin Love,Heat,"OCT 25, 2023",MIA vs. DET,W,28,4,9,44.4%,3,6,50.0%,2,2,100.0%,2,8,10,2,0,0,1,5,13,5
Kevin Love - Average,Average,,,,18.2,2.2,6.5,31.9%,1.5,5.0,30.3%,2.0,2.3,70.8%,0.7,4.8,5.5,1.7,0.2,0.0,0.7,1.7,7.8,2.3
Kyle Lowry,Heat,"NOV 14, 2023",MIA @ CHA,W,15,0,1,0.0%,0,1,0.0%,0,0,0.0%,0,1,1,2,0,0,0,4,0,-5
Kyle Lowry,Heat,"NOV 11, 2023",MIA @ ATL,W,33,4,8,50.0%,4,6,66.7%,5,5,100.0%,0,2,2,4,1,0,3,1,17,10
Kyle Lowry,Heat,"NOV 08, 2023",MIA @ MEM,W,35,5,11,45.5%,4,7,57.1%,3,3,100.0%,3,8,11,9,1,0,4,4,17,20
Kyle Lowry,Heat,"NOV 06, 2023",MIA vs. LAL,W,33,2,6,33.3%,1,5,20.0%,0,0,0.0%,2,2,4,5,1,0,0,2,5,2
Kyle Lowry,Heat,"NOV 03, 2023",MIA vs. WAS,W,26,1,4,25.0%,1,4,25.0%,0,0,0.0%,2,1,3,7,2,0,2,1,3,2
Kyle Lowry,Heat,"NOV 01, 2023",MIA vs. BKN,L,30,2,5,40.0%,2,5,40.0%,0,0,0.0%,0,3,3,3,2,1,2,3,6,7
Kyle Lowry,Heat,"OCT 30, 2023",MIA @ MIL,L,28,3,6,50.0%,2,5,40.0%,0,0,0.0%,0,4,4,4,2,0,2,4,8,-11
Kyle Lowry,Heat,"OCT 28, 2023",MIA @ MIN,L,32,1,6,16.7%,1,5,20.0%,0,0,0.0%,1,3,4,7,1,0,4,1,3,-20
Kyle Lowry,Heat,"OCT 27, 2023",MIA @ BOS,L,32,5,7,71.4%,3,4,75.0%,0,0,0.0%,1,7,8,5,0,1,1,3,13,-1
Kyle Lowry,Heat,"OCT 25, 2023",MIA vs. DET,W,32,0,1,0.0%,0,0,0.0%,0,0,0.0%,0,2,2,2,2,1,0,4,0,4
Kyle Lowry - Average,Average,,,,29.6,2.3,5.5,33.2%,1.8,4.2,34.4%,0.8,0.8,20.0%,0.9,3.3,4.2,4.8,1.2,0.3,1.8,2.7,7.2,0.8
Theo Maledon,Hornets,"NOV 14, 2023",CHA vs. MIA,L,23,0,5,0.0%,0,2,0.0%,2,2,100.0%,0,3,3,3,0,0,2,1,2,3
Theo Maledon,Hornets,"NOV 12, 2023",CHA @ NYK,L,25,2,12,16.7%,2,7,28.6%,0,0,0.0%,2,0,2,4,0,0,2,3,6,-20
Theo Maledon,Hornets,"NOV 10, 2023",CHA @ WAS,W,16,2,5,40.0%,0,1,0.0%,0,0,0.0%,1,4,5,4,1,0,2,1,4,1
Theo Maledon,Hornets,"NOV 08, 2023",CHA vs. WAS,L,18,4,7,57.1%,1,2,50.0%,0,0,0.0%,0,1,1,0,1,0,1,2,9,-21
Theo Maledon,Hornets,"NOV 05, 2023",CHA @ DAL,L,21,4,9,44.4%,1,6,16.7%,0,0,0.0%,0,0,0,4,0,0,1,1,9,-7
Theo Maledon,Hornets,"NOV 04, 2023",CHA @ IND,W,14,0,3,0.0%,0,2,0.0%,0,0,0.0%,0,0,0,0,0,0,1,4,0,4
Theo Maledon,Hornets,"NOV 01, 2023",CHA @ HOU,L,21,2,7,28.6%,1,2,50.0%,0,0,0.0%,1,5,6,2,1,0,3,2,5,4
Theo Maledon,Hornets,"OCT 30, 2023",CHA vs. BKN,L,20,2,9,22.2%,0,5,0.0%,5,5,100.0%,0,1,1,2,2,0,0,0,9,-3
Theo Maledon,Hornets,"OCT 27, 2023",CHA vs. DET,L,14,1,2,50.0%,0,0,0.0%,4,5,80.0%,0,2,2,0,2,0,1,0,6,-2
Theo Maledon,Hornets,"OCT 25, 2023",CHA vs. ATL,W,16,2,5,40.0%,0,2,0.0%,0,0,0.0%,0,3,3,4,0,0,1,3,4,-5
Theo Maledon - Average,Average,,,,18.8,1.9,6.4,29.9%,0.5,2.9,14.5%,1.1,1.2,28.0%,0.4,1.9,2.3,2.3,0.7,0.0,1.4,1.7,5.4,-4.6
Sandro Mamukelashvili,Spurs,"NOV 08, 2023",SAS @ NYK,L,3,0,1,0.0%,0,1,0.0%,0,0,0.0%,1,0,1,0,0,0,0,1,0,0
Sandro Mamukelashvili,Spurs,"NOV 06, 2023",SAS @ IND,L,9,2,4,50.0%,0,2,0.0%,1,2,50.0%,2,2,4,1,0,0,0,0,5,-6
Sandro Mamukelashvili,Spurs,"OCT 29, 2023",SAS @ LAC,L,7,0,0,0.0%,0,0,0.0%,0,0,0.0%,1,1,2,0,1,0,1,1,0,-13
Sandro Mamukelashvili - Average,Average,,,,6.3,0.7,1.7,16.7%,0.0,1.0,0.0%,0.3,0.7,16.7%,1.3,1.0,2.3,0.3,0.3,0.0,0.3,0.7,1.7,-6.3
Terance Mann,Clippers,"NOV 14, 2023",LAC @ DEN,L,28,0,1,0.0%,0,0,0.0%,0,0,0.0%,4,2,6,5,0,0,1,3,0,-3
Terance Mann,Clippers,"NOV 12, 2023",LAC vs. MEM,L,27,3,7,42.9%,1,3,33.3%,0,0,0.0%,1,2,3,3,0,0,1,2,7,13
Terance Mann,Clippers,"NOV 10, 2023",LAC @ DAL,L,29,5,8,62.5%,1,3,33.3%,0,0,0.0%,3,3,6,3,0,0,0,4,11,-10
Terance Mann,Clippers,"NOV 08, 2023",LAC @ BKN,L,19,0,2,0.0%,0,2,0.0%,0,0,0.0%,0,4,4,1,0,0,2,1,0,-2
Terance Mann - Average,Average,,,,25.8,2.0,4.5,26.4%,0.5,2.0,16.6%,0.0,0.0,0.0%,2.0,2.8,4.8,3.0,0.0,0.0,1.0,2.5,4.5,-0.5
Tre Mann,Thunder,"NOV 14, 2023",OKC vs. SAS,W,9,2,4,50.0%,1,3,33.3%,0,0,0.0%,0,2,2,2,1,0,1,0,5,7
Tre Mann,Thunder,"OCT 30, 2023",OKC vs. DET,W,2,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,0,0,0,0,0,-8
Tre Mann,Thunder,"OCT 29, 2023",OKC vs. DEN,L,8,5,7,71.4%,1,2,50.0%,1,1,100.0%,1,3,4,1,0,0,1,0,12,-5
Tre Mann,Thunder,"OCT 25, 2023",OKC @ CHI,W,2,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,1,0,0,0,0,0,0
Tre Mann - Average,Average,,,,5.2,1.8,2.8,30.3%,0.5,1.2,20.8%,0.2,0.2,25.0%,0.2,1.2,1.5,1.0,0.2,0.0,0.5,0.0,4.2,-1.5
Boban Marjanovic,Rockets,"NOV 08, 2023",HOU vs. LAL,W,6,3,4,75.0%,0,0,0.0%,0,1,0.0%,2,5,7,0,0,0,0,1,6,3
Boban Marjanovic,Rockets,"NOV 06, 2023",HOU vs. SAC,W,7,0,3,0.0%,0,1,0.0%,0,0,0.0%,0,1,1,2,0,1,0,0,0,-11
Boban Marjanovic,Rockets,"OCT 27, 2023",HOU @ SAS,L,7,2,2,100.0%,0,0,0.0%,0,0,0.0%,0,0,0,1,0,0,0,1,4,3
Boban Marjanovic - Average,Average,,,,6.7,1.7,3.0,58.3%,0.0,0.3,0.0%,0.0,0.3,0.0%,0.7,2.0,2.7,1.0,0.0,0.3,0.0,0.7,3.3,-1.7
Lauri Markkanen,Jazz,"NOV 14, 2023",UTA vs. POR,W,31,8,18,44.4%,2,9,22.2%,3,4,75.0%,1,8,9,0,1,1,0,1,21,9
Lauri Markkanen,Jazz,"NOV 10, 2023",UTA @ MEM,W,37,8,13,61.5%,4,9,44.4%,6,6,100.0%,0,7,7,1,2,2,3,3,26,-1
Lauri Markkanen,Jazz,"NOV 08, 2023",UTA @ IND,L,35,8,16,50.0%,3,5,60.0%,5,6,83.3%,5,4,9,0,1,1,1,1,24,-12
Lauri Markkanen,Jazz,"NOV 06, 2023",UTA @ CHI,L,34,8,15,53.3%,5,12,41.7%,8,8,100.0%,1,4,5,3,0,1,1,2,29,-12
Lauri Markkanen,Jazz,"NOV 04, 2023",UTA @ MIN,L,35,7,20,35.0%,4,11,36.4%,4,5,80.0%,4,4,8,1,0,1,2,4,22,-16
Lauri Markkanen,Jazz,"NOV 02, 2023",UTA vs. ORL,L,33,9,17,52.9%,4,10,40.0%,0,2,0.0%,1,6,7,1,2,0,3,4,22,2
Lauri Markkanen,Jazz,"NOV 01, 2023",UTA vs. MEM,W,28,6,11,54.5%,4,6,66.7%,3,3,100.0%,1,10,11,1,1,0,0,5,19,10
Lauri Markkanen,Jazz,"OCT 30, 2023",UTA @ DEN,L,38,10,24,41.7%,5,13,38.5%,2,2,100.0%,5,9,14,5,0,1,2,2,27,3
Lauri Markkanen,Jazz,"OCT 28, 2023",UTA @ PHX,L,28,7,13,53.8%,5,7,71.4%,0,0,0.0%,0,3,3,0,1,2,1,1,19,-21
